source,prediction,reference,sari_score,bleu_score,original_length,simplified_length
"the current lineup of the band comprises flynn ( vocals, guitar ), duce ( bass ), phil demmel ( guitar ), and dave mcclain ( drums ).","the current lineup of the band is flynn, duce - lrb - guitar, guitar - rrb - and duce, phil demmel, and dave mcclain - drums.","the current lineup of the band comprises flynn ( vocals, guitar ), duce ( bass ), phil demmel ( guitar ), and dave mcclain ( drums )",17.68836013302574,30.7137308263447,27,26
advocacy countries with a minority muslim population are more likely than muslim - majority countries of the greater middle east to use mosques as a way to promote civic participation.,advocacy countries with a minority muslim population are more likely than muslim - majority countries of the greater middle east to use mosques.,assisted countries with a little muslim population are more likely than muslim - majority countries of the greater middle east to use mosques as a way to promote public participation.,36.1248111080688,60.06405219554338,30,23
the characters are foul - mouthed extensions of their earlier characters pete and dud.,the characters are foul - mouthed extensions of their earlier characters pete and dud.,the characters speak bad language of their earlier characters pete and dud,53.74579124579125,44.28500142691474,14,14
"johan was also the original bassist of the swedish power metal band hammerfall, but quit before the band ever released a studio album.","johan was also the original bassist of hammerfall, but quit before the band ever released a studio album.","johan was also the original bassist of the swedish power metal band, hammerfall, but quit before the band ever released a studio album.",44.230569459228,67.60409905684749,23,18
"in 1998, culver ran for iowa secretary of state and was victorious.","in 1998, culver ran for iowa secretary of state and was victorious.","in 1998, culver successfully ran for iowa secretary of state.",57.01587301587302,54.45178846139407,12,12
"in 1990, mark messier took the hart over ray bourque by a margin of two votes, the difference being a single first - place vote.","in 1990, mark messier took the hart over ray bourque by a margin of two votes, the difference being a single first - place vote.","in 1990 mark messier took hart over ray bourque by two votes, the difference being a first - place vote.",64.918780050359,51.99085035777304,25,25
"shade sets the main plot of the novel in motion when he impetuously defies that law, and inadvertently initiates a chain of events that leads to the destruction of his colony's home, forcing their premature migration, and his separation from them.","shade sets the main plot of the novel in motion when he impets that law, and inadvertently initiates a chain of events that leads to the destruction of his colony's home, forcing their premature migration, and his separation from them.",the main plot of the novel is when shade defies the law and sets off a chain of events that lead to the destuction of his colony's home and becoming separated from them.,45.525205473785114,29.11155436753503,41,40
the female equivalent is a daughter.,the female equivalent of a daughter is a daughter.,the female equivalent is a daughter.,33.82575757575757,37.99178428257963,6,9
he was diagnosed with inoperable abdominal cancer in april 1999.,he was diagnosed with inoperable abdominal cancer in april 1999.,he was diagnosed with abdominal cancer in april 1999.,69.23280423280424,70.16879391277372,10,10
"prior to the arrival of the storm, the national park service closed visitor centers and campgrounds along the outer banks.","prior to the storm, the national park service closed visitor centers and campgrounds along the outer banks.","before the arrival of the storm, the national park service closed visitor centers and campgrounds along the outer banks.",34.71931646517186,79.67702107791085,20,17
the form of chess played is speed chess in which each competitor has a total of twelve minutes for the whole game.,the form of chess played is speed chess in which each competitor has a total of twelve minutes for the whole game.,"the form of chess played is speed chess, in which each player has a total of twelve minutes for the whole game.",62.94943246162759,76.57333874751522,22,22
the amazon basin is the part of south america drained by the amazon river and its tributaries.,the amazon basin is the part of south america drained by the amazon river.,the amazon basin is the part of south america drained by the amazon river and those who pay tribute to it.,56.365777535366135,59.03987157780682,17,14
the two former presidents were later separately charged with mutiny and treason for their roles in the 1979 coup and the 1980 gwangju massacre.,the two former presidents were later charged with mutiny and treason for their roles in the 1979 coup and the 1980 gwangju massacre.,"the two former presidents were later charged, each on their own, with mutiny and treason for their roles in the 1979 coup and the 1980 gwangju massacre.",70.67015241433846,72.36277649998269,24,23
moderate to severe damage extended up the atlantic coastline and as far inland as west virginia.,moderate to severe damage extended up the atlantic coastline and as far inland as west virginia.,there was moderate to severe damage all the way up the atlantic coastline and as far inland as west virginia.,63.52747909199522,65.45959733543216,16,16
"because the owner tends to be unaware, these computers are metaphorically compared to zombies.","because the owner tends to be unaware, these computers are metaphorically compared to zombies.",these computers are metaphorically compared to zombies as the owner was not concious about it,52.97226597042156,41.211837513230286,14,14
"the wave traveled across the atlantic, and organized into a tropical depression off the northern coast of haiti on september 13.",the wave moved across the atlantic ocean and organized into a tropical depression off the northern coast of haiti.,the wave traveled across the atlantic and organized into a tropical depression off the coast of haiti on september 13.,31.866966556063662,48.95888965390899,21,19
"for example, the stylebook of the associated press is updated annually.","for example, the stylebook of the associated press is updated annually.",the stylebook of the associated press is updated yearly.,57.578259373925,57.60844201603898,11,11
"the four canonical texts are the gospel of matthew, gospel of mark, gospel of luke and gospel of john, probably written between ad 65 and 100 ( see also the gospel according to the hebrews ).","the four canonical texts are the gospel of matthew, gospel of mark, and gospel of john.","gospels, matthew, mark, luke and john were most likey written after christ",37.24245349197333,6.336859268415405,36,16
since the end of the 19th century eschelbronn is well known for its furniture manufacturing industry.,since the end of the 19th century eschelbronn is well known for its furniture manufacturing.,since the end of the 19th century eschelbronn is well known for its furniture making business.,65.3750161956059,82.30724650381231,16,15
the upper half also resembles the coat of arms of the former district oberbarnim.,the upper half also resembles the coat of arms of the former district oberbarnim.,"the former district oberbarnim, also resembles the upper half of the coat of arms.",56.64411027568922,46.38497841458681,14,14
"unlike the clouds on earth, however, which are composed of crystals of ice, neptune's cirrus clouds are made up of crystals of frozen methane.","unlike the clouds on earth, however, neptune's cirrus clouds are made up of crystals of frozen methane.","unlike the clouds on earth, however, which are composed of crystals of ice, neptune's cirrus clouds are made up of crystals of frozen methane.",43.334316368947306,64.04524564548512,24,17
"finally in 1482 the order dispatched him to florence, the ‘ city of his destiny ’.","finally in 1482 the order dispatched him to florence, the capital city of his destiny.",in 1482 the order dispatched him to florence.,57.02976935455033,42.649937722961525,16,15
"in the soviet years, the bolsheviks demolished two of rostov's principal landmarks - st alexander nevsky cathedral ( 1908 ) and st george cathedral in nakhichevan ( 1783 - 1807 ).","in the soviet years, the bolsheviks demolished two of rostov's principal landmarks - st alexander nevsky cathedral - lrb - 1908 - 1807 - rrb - and st george cathedral in nakhichevan.","in the soviet years, the bolsheviks demolished two of rostov's principal like st alexander nevsky cathedral ( 1908 ) and st george cathedral in nakhichevan ( 1783 - 1807 ).",24.490641052154416,55.83294517400156,31,32
"he died on may 29, 1518 in madrid, spain and was buried in the church of san benito d'alcantara.","he died on may 29, 1518 in madrid, spain.","he died on may 29, 1518 in madrid, spain. it was buried in the church of san benito d ` alcantara.",43.65420073753407,33.84654251067423,19,9
this was demonstrated in the miller - urey experiment by stanley l. miller and harold c. urey in 1953.,this was demonstrated in the miller - urey experiment by stanley l. miller and harold c. urey in 1953.,this was shown in the miller - urey experiment by stanley l. miller and harold c. urey in 1953.,64.60751335751335,88.6704794791872,19,19
"cogeneration ( also combined heat and power, chp ) is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat.",cogeneration - lrb - also combined heat and power - rrb - is the use of a heat engine or a power station to create both electricity and useful heat.,cogeneration is a combination of heart and power to simultaneously generate both electricity and useful heat.,37.87740256731507,18.76329979807829,28,30
"on occasion the male "" den master "" will also allow a second male into the den ; the reason for this is unclear.",on occasion the male ` den master'will also allow a second male into the den ; the reason for this is unclear.,"on opportunity the male "" den master "" will let a second male inside of the den ; the basis for this is poorly explained.",21.70816699237898,19.134329623447524,24,22
a wikipedia gadget is a javascript and / or a css snippet that can be enabled simply by checking an option in your wikipedia preferences.,a wikipedia gadget is a javascript and css snippet that can be enabled simply by checking an option in your wikipedia preferences.,a wikipedia gadget is a javascript and / or a css snippet that can be enabled simply by checking an option in your wikipedia preferences.,38.21283265581258,81.24382371108975,25,22
below are some useful links to facilitate your involvement.,below are some useful links to facilitate your involvement.,below are some useful links to help your involvement.,59.92999325236168,65.80370064762461,9,9
he served as the prime minister of egypt between 1945 and 1946 and again from 1946 and 1948.,he served as prime minister of egypt between 1945 and 1946 and again from 1946 and 1948.,he served as prime minster of egypt from 1945 and 1946 as well as from 1946 through 1948.,51.13916677849546,24.15060474682166,18,17
she was left behind ( explanations for this vary ) when the rest of the nicolenos were moved to the mainland.,"she was left behind, explanations for the nicolenos were moved to the mainland.",people have different thinking about why she was left behind when the nicolenos were moved to the main part of the country.,55.178606483818506,29.560636530892186,21,13
"james i appointed him a gentleman of the chapel royal, where he served as an organist from at least 1615 until his death.","james i appointed him a gentleman of the chapel royal, where he served as an organist from around 1615 until his death.","james i made him a gentleman of the chapel royal, where he served as an organist from at least 1615 until his death.",28.484847844075944,74.66468002886297,23,22
chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,chauvin was embarrassed to receive his award and initially said that he may not accept it.,chauvin was embarrassed to get his award and at first said that he may not accept it.,68.78896103896103,60.558175509559135,16,16
"later, esperanto speakers began to see the language and the culture that had grown up around it as ends in themselves, even if esperanto is never adopted by the united nations or other international organizations.",esperanto is a language that is spoken in the united states. it is the language of the world.,"later, esperanto speakers started to see the language and culture that had grown up around it as ends in themselves, though esperanto is never accepted by the united nations of other international organizations.",20.510580424640423,3.4677209875560986,35,18
dry air wrapping around the southern periphery of the cyclone eroded most of the deep convection by early on september 12.,dry air wrapping around the southern periphery of the cyclone eroded most of the deep convection by early on september 12.,"early september 12, dry air wrapping around the southern area of the cyclone caused most of the heat to leave.",51.395461578651236,35.78835436145691,21,21
calvin baker is an american novelist.,"calvin baker - lrb - born calvin baker, usa - rrb - is an american novelist.",calvin baker is an american novelist.,36.0479797979798,23.124463019346486,6,16
"eva anna paula braun, died eva anna paula hitler ( 6 february 1912 – 30 april 1945 ) was the longtime companion and, for a brief time, wife of adolf hitler.",eva anna paula paula hitler - lrb - 6 february 1912 a ` ` 30 april 1945 - rrb - was the wife of adolf hitler.,"eva anna paula braun, died eva anna paula hitler ( 6 february 1912 – 30 april 1945 ) was the longtime companion and, for a brief time, wife of adolf hitler.",13.75651833878603,21.109458170391836,31,26
each version of the license is given a distinguishing version number.,each version of the license is given a distinguishing version number.,each license is given a number.,57.03703703703703,26.20251007173262,11,11
most irc servers do not require users to register an account but a user will have to set a nickname before being connected.,most irc servers do not require users to register an account but a user will have to set a nickname before being connected.,most irc servers only require a user to set a nickname.,44.56563997943308,16.692486522015724,23,23
"that same year he also received a mechanics certificate, becoming the youngest certificated airplane mechanic in new york.","that same year he also received a mechanics certificate, becoming the youngest airplaned airplane mechanic in new york.","that same year he also got a mechanics certificate, becoming the youngest certificated airplane mechanic in new york.",27.683575454473285,70.76534431960266,18,18
"summerslam ( 2009 ) is an upcoming professional wrestling pay - per - view event produced by world wrestling entertainment ( wwe ), which will take place on august 23, 2009 at staples center in los angeles, california.","summerslam is an upcoming professional wrestling pay - per - view event made by world wrestling entertainment - lrb - wwe - rrb -, which will take place on august 23, 2009 at staples center in los angeles, california.","summerslam ( 2009 ) is an upcoming professional wrestling pay - per - view event produced by world wrestling entertainment ( wwe ), which will take place on august 23, 2009 at staples center in los angeles, california.",28.241395382939498,71.66385397188644,38,39
"usually portrayed as being bald, with long whiskers, he is said to be an incarnation of the southern polestar.","he is usually seen as being bald, with long whiskers, and is said to be an incarnation of the southern poles.","usually portrayed as being bald, with long whiskers, he is said to be an incarnation of the southern polestar.",27.820482820482823,65.08430035585083,19,21
"a few animals have chromatic response, changing color in changing environments, either seasonally ( ermine, snowshoe hare ) or far more rapidly with chromatophores in their integument ( the cephalopod family ).","a few animals have chromatic response, changing color in changing environments, either seasonally or far more rapidly with chromatophores in their integument.","some animals change color when their environments change, a process called chromatic response, either seasonally, as with ermine and snowshoe hare, or far more rapidly with chromoa tophonres in theri integument ( the cephalapod family. )",39.46883138488978,14.026101803988562,32,22
val venis defeated rikishi in a steel cage match to retain the wwf intercontinental championship ( 14 : 10 ) venis pinned rikishi after tazz hit rikishi with a tv camera.,val venis defeated rikishi in a steel cage match to win the wwf intercontinental championship.,"val venis defeated rikishi in a steel cage match to keep is wwf intercontinental championship, venis pinned rikishi after tazz hit rikishi with a t. v camera.",42.437704839020626,28.61784904331401,31,15
this closely resembles the unix philosophy of having multiple programs each doing one thing well and working together over universal interfaces.,this closely resembles the unix philosophy of having multiple programs each doing one thing well and working together over universal interfaces.,this looks like the unix idea of having several programs with each doing one thing and working together.,46.988727858293075,20.2292806480005,21,21
"he came from a musical family ; his mother, larue, was an administrative assistant and singer, and his father, keith brion, was a band director at yale.","his mother, larue, was an administrative assistant and singer, and his father, keith brion, was a band director at yale.","his was a musical family, as his mother, larue, was a secretary and singer, while his father, keith brion, was a band director at yale.",52.6032511347121,55.70253908948036,27,20
"the largest populations of mennonites are in canada, democratic republic of congo and the united states, but mennonites can also be found in tight - knit communities in at least 51 countries on six continents or scattered amongst the populace of those countries.","the largest populations of mennonites are in canada, democratic republic of congo and the united states. they are also found in at least 51 countries on six continents.","the largest populations of mennonites are in canada, democratic republic of congo and the united states. mennonites also live in close communities in at least 51 countries on six continents, or scattered throughout the populations of those countries.",57.151858258182486,55.47422572827067,43,28
"naas is a major "" dublin suburb "" town, with many people living in naas and working in dublin.","naas is a town in naas county, dublin, ireland.","naas is a great "" dublin suburb "" town, with many people living in naas and working in dublin.",13.512466986097818,8.672782808403323,19,9
"acanthopholis's armour consisted of oval plates set almost horizontally into the skin, with spikes protruding from the neck and shoulder area, along the spine.","acanthopholis's armor consisted of oval plates set horizontally into the skin, with spikes protruding from the neck and shoulder area, along the spine.","acanthopholis's armour was made up of oval plates that were put into the skin lengthwise and had spikes that jutted out from the neck and shoulder area, across the spine.",47.32407738291156,29.577810370239618,24,23
"origin irmo was chartered on christmas eve in 1890 in response to the opening of the columbia, newberry and laurens railroad.","origin irmo was chartered on christmas eve, in response to the opening of the columbia and laurens railroad.","origin irmo was rented on christmas eve in 1890 in response to the opening of the columbia, newberry and laurens railway line.",22.081746985213112,42.74578366371661,21,18
"conversely, bills proposed by the law commission, and consolidation bills, start in the house of lords.","conversely, bills proposed by the law commission, and consolidation bills start in the house of lords.",the bills proposed by the law commission and consolidation bills start in the house of lords contrarily.,70.16896887813404,68.59238121837059,16,16
"in the years before his final release in 1474, when he began preparations for the reconquest of wallachia, vlad resided with his new wife in a house in the hungarian capital.","in the years before his final release in 1474, vlad resided with his new wife in a house in the hungarian capital.","in the years before his final release in 1474, when he began preparations for the reconquest of wallachia, vlad resided with his new wife in a house in the hungarian capital.",43.345563404281684,63.55163027783021,31,22
"you may add a passage of up to five words as a front - cover text, and a passage of up to 25 words as a back - cover text, to the end of the list of cover texts in the modified version.","you may add a passage of up to five words as a front - cover text, and a passage in the end of the list of cover texts in the modified version.",you may add a passage of up to five words as a front - cover text and a passage of up to 25 words as a back - cover text to the end of the list of cover texts.,37.13704729659448,57.93605680183315,43,32
"he is interred in the restvale cemetery in alsip, illinois.","he is buried in alsip, illinois.",he is interred in restvale cemetery in alsip illinois.,24.0172735760971,14.898573527259417,10,6
bone marrow is the flexible tissue found in the hollow interior of bones.,bone marrow is a tissue found in the hollow inside of bones.,bone marrow is the flexible tissue found in the hollow insides of bones.,37.698760790866054,44.06401630925027,13,12
reflection nebulae are usually blue because the scattering is more efficient for blue light than red ( this is the same scattering process that gives us blue skies and red sunsets ).,reflection nebulae are usually blue because the scattering is more efficient for blue light than red.,reflection nebulae are commonly blue because the scattering is more powerful for blue light than red ( this is the same reason for the sky appears in blue and the sunset in red colors,41.71604308052244,21.081603768242353,32,16
"monteux is a commune of the vaucluse departement in southern france, in the area provence - alpes - cote d'azur.",monteux is a commune. it is found in the region provence - alpes - maritimes in the vaucluse department in the south of france.,"monteux is a commune of the vaucluse departement in southern france, in the area provence - alpes - cote d'azur.",15.98032437415378,23.11329597083337,20,24
"macgruber starts asking for simple objects to make something to defuse the bomb, but he is later distracted by something ( usually involving his personal life ) that makes him run out of time.","macgruber starts asking for simple objects to make something to defuse the bomb, but he is later distracted by something involving his personal life.",macgruber asked for many items to help shut the bomb off but he was distracted and ran out of time.,32.072620775450964,5.004175368982553,34,24
"this was substantially complete when messiaen died, and yvonne loriod undertook the final movement's orchestration with advice from george benjamin.","this was substantially complete when messiaen died, and yvonne loriod did the orchestra's orchestration with advice from george benjamin.","this was substantially complete when messiaen died, and yvonne loriod undertook the final movement's of orchestration with advice from george benjamin.",37.581381468576595,70.20458686590516,20,19
"shi'a muslims consider karbala to be one of their holiest cities after mecca, medina, jerusalem and najaf.","shi'a muslims consider karbala as one of their holiest cities after mecca, medina, jerusalem and najaf.","shi'a muslims consider karbala to be one of their holiest cities after mecca, medina, jerusalem and najaf.",29.70200285195748,80.56920633274976,17,16
"the pad called for the resignation of the governments of thaksin shinawatra, samak sundaravej and somchai wongsawat, whom the pad accused of being proxies for thaksin.","the pad called for the resignation of thaksin shinawatra, samak sundaravej and somchai wongsawat, whom the pad accused of being proxies for thaksi.","the pad called for thakin shinaatra, samak sundaravej and somchai to step down as government leaders because the pad considered them to be used by thaksin.",42.50317090713121,23.77720341224794,26,23
"however travel through very remote areas, on isolated tracks, requires advance planning and a suitable, reliable vehicle ( usually a four wheel drive ).","however, on very remote areas, on isolated tracks, needs advance planning and a good, reliable vehicle.","however, travel through very remote areas, on isolated tracks, requires advance planning and a suitable, reliable vehicle ( usually a four wheel drive ).",22.64075220731567,37.208146655970914,24,16
while at kahn he was chief architect for the fisher building in 1928.,while at kahn he was chief architect for the fisher building in 1928.,he was a chief architect fot fisher building in 1928 when he was at kahn,49.310776942355886,24.75215108688025,13,13
"he excuses himself because he has to leave for rehearsal, and he and dr. schon leave.","he excuses himself because he has to leave for rehearsal, and he and dr. schon leave.","he excuses himself because he has to leave for rehearsal, dr. dr. schon leave",69.12019969278033,68.59238121837059,16,16
britpop emerged from the british independent music scene of the early 1990s and was characterised by bands influenced by british guitar pop music of the 1960s and 1970s.,britpop came from the british independent music scene of the early 1990s and was influenced by british guitar pop music of the 1960s and 1970s.,britpop emerged from the british independent music scene of the early 1990s and was characterised by bands influenced by british guitar pop music of the 1960s and 1970s.,28.959763115791485,76.79665202131555,28,25
this was absorbed into battalions being formed for xi international brigade.,this was absorbed into battalions being formed for xi international brigade.,this was added to battalions being formed for xi international brigade.,60.12901572112098,67.0422683816333,11,11
"the sheppard line currently has fewer users than the other two subway lines, and shorter trains are run.","the sheppard line currently has fewer users than the other two subway lines, and shorter trains are run.","the sheppard line not only has fewer users than the other two subway lines, it also runs shorter trains.",57.554554079696395,54.02185148945295,18,18
"it has a capacity of 98, 772, making it the largest stadium in europe, and the eleventh largest in the world.","it has a capacity of 98, 772, making it the largest stadium in europe, and the eleventh largest in the world.","it can seat 98. 772, which makes it the largest stadium in europe, and the eleventh largest in the world.",58.528519174299234,61.86099808728223,21,21
"in december, 1967, ten boom was honored as one of the righteous among the nations by the state of israel.","in december 1967, ten boom was honored as one of the righteous among the nations by the state of israel.","in december, 1967, ten boon was honored as part of the righteous amoung the nations by the state of israel.",22.254853972915644,48.828848902347396,20,20
some articles are quite lengthy and rich in content while others are shorter ( possibly stubs ) and of lesser quality.,some articles are quite lengthy and rich in content while others are shorter.,some clauses are rather lengthy and rich in content while others are shorter ( possibly stubs ) and of lesser quality.,18.76975263353351,36.14519113993782,21,13
about 95 species are currently accepted.,about 95 species are currently accepted.'',about 95 kinds are being accepted now.,42.65873015873016,13.888095170058955,6,6
"eugowra is said to be named after the indigenous australian word meaning "" the place where the sand washes down the hill "".",eugowra is named after the indigenous australian word meaning the place where the sand washes down the hill.,"eugowra is said to be named after the indigenous australian word meaning "" the place where the sand washes down the hill "".",33.53531881422367,59.85077142181339,23,18
"terms such as "" undies "" for underwear and "" movie "" for "" moving picture "" are oft - heard terms in english.",terms such as undies and movie's for underwear and movie movies are oft - heard terms in english.,"words like undies, movie, are oft - heard terms in english.",61.75359032501889,38.76199053423408,24,18
"jurisdiction draws its substance from public international law, conflict of laws, constitutional law and the powers of the executive and legislative branches of government to allocate resources to best serve the needs of its native society.","jurisdiction draws its substance from public international law, conflict of laws, constitutional law and the powers of the executive and legislative branches of government to all serve the needs of its native society.","power moves towards its material from community national boundaries, opposition of laws, organizational law and ability of the administrative and creative offshoots of government to assign support to best serve the needs of its native society.",36.45100216666328,27.594621964602712,36,33
"he followed this with several other pieces about hiawatha : the death of minnehaha, overture to the song of hiawatha and hiawatha's departure.","he followed this with several other pieces about hiawatha : the death of minneha, overture to the song of hinetha and the departure.","he followed this with other pieces about hiawatha : the death of minnehaha, overture to the song of hiawatha and hiawatha's departure.",24.810986259284977,58.798374010174506,23,23
the capital of the state is aracaju ( pop.,the capital city of the state is aracaju.,aracaju is the capital of the state.,41.25,25.098621243978968,9,8
"despite this, farrenc was paid less than her male counterparts for nearly a decade.","despite this, farrenc was paid less than her male counterparts for nearly a decade.","even so, farrenc was paid less than her male peers for nearly 10 years.",55.55018786902844,49.582717346593746,14,14
gumbasia was created in a style vorkapich taught called kinesthetic film principles.,gumbasia was created in a style vorkapich taught.,vorkapich taught gumbasia in a style called kinesthetic film principles.,29.404761904761905,19.437571020720103,12,8
"the lawyer, brandon ( waise lee ), became his idol, and mk sun grew up to be a lawyer.","the lawyer, brandon - lrb - waise lee - rrb - became his idol, and mk sun grew up to be a lawyer.",the lawyer brandon ( waise lee ) was his idol as mk sun grew up to be a lawyer.,40.06656426011264,37.88588014103526,19,23
"isbn 1 - 876429 - 14 - 3 is an historic township located near cowra in the central west of new south wales, australia in cabonne shire.","isbn 1 - 876429 - 14 - 3 is an historic township located near cowra in the central west of new south wales, australia.","isbn 1 - 876429 - 14 - 3 is an historic suburb located near cowra in the central west of new south wales, australia in cabonne shire.",28.94735789170352,76.79665202131555,27,24
military career donaldson enlisted in the australian army on 18 june 2002.,donaldson joined the australian army on 18 june 2002.,"donaldson inlisted in australia's army on june 18, 2002 to start his military career.",33.4088693957115,6.299668402986177,12,9
"prospectors from california, europe and china were also digging along the peel river and up the mountain slopes.","prospectors from california, europe and china were also digging along the peel river and up the mountain slopes.","prospectors from california, europe and china were also digging along the peel river and up the mountain slopes.",100.0,100.00000000000004,18,18
"before the advent of the pocket calculator, it was the most commonly used calculation tool in science and engineering.","before the advent of the pocket calculator, it was the most commonly used calculation tool in science and engineering.","before the invention of the pocket calculator, it was the most commonly used calculation tool in science and engineering.",64.5309834783519,88.06626677278207,19,19
"the kindle 2 features 16 - level grayscale display, improved battery life, 20 percent faster page - refreshing, a text - to - speech option to read the text aloud, and overall thickness reduced from 0. 8 to 0. 36 inches ( 9. 1 millimeters ).","the kindle 2 features 16 - level grayscale display, improved battery life, a text - to - speech option to read the text aloud, and overall thickness reduced from 0. 8 to 0. 36 inches.","the kindle 2 features grayscale display, improved battery life, and overall thickness reduced.",56.12927225934865,27.820653729326644,46,35
yoghurt or yogurt is a dairy product produced by bacterial fermentation of milk.,yoghurt is a dairy product made by bacterial fermentation of milk.,yoghurt or yogurt is a milk - based food made by bacterial fermentation of milk.,47.59684215566568,41.981994892244415,13,11
"seventy - five defencemen are in the hall of fame, more than any other current position, while only 35 goaltenders have been inducted.","seventy - five defencemen are in the hall of fame, more than 35 goaltenders have been added.","out of seventy - five defencemen in the hall of fame, only 35 goaltenders have been inducted.",46.75848941842589,51.61040075276384,23,17
"alternative views on the subject have been proposed throughout the centuries ( see below ), but all were rejected by mainstream christian bodies.","alternative views on the subject have been proposed throughout the centuries, but all were rejected by mainstream christian bodies.","different views on the subject have been brought up over the centuries ( see below ), but all were rejected by mainstream christian bodies,",24.429098328836364,50.156906248416135,23,19
"the album, however, was banned from many record stores nationwide.","the album, however, was banned from many record stores nationwide.",the album is banned from many record stores nationwide.,56.58677944862155,52.055103630534376,10,10
"the legs are wide at the top, and narrow at the ankle.","the legs are wide at the top, and narrow at the ankle.","the legs are wide at the top, and narrow at the ankle.",100.0,100.00000000000004,12,12
"in late 2004, suleman made headlines by cutting howard stern's radio show from four citadel stations, citing stern's frequent discussions regarding his upcoming move to sirius satellite radio.","in late 2004, suleman made headlines by cutting howard stern's radio show from four citadel stations, saying stern was frequent discussions about his move to sirius satellite radio.","in late 2004, suleman made headlines by cutting howard stern's radio direct relay from four citadel stations, citing stern's frequent discussions regarding his upcoming move to sirius satellite radio.",26.168961819362252,62.362448180629116,28,28
"the company opened twice as many canadian outlets as mcdonald's "" wendy's confirms tim hortons ipo by march "", ottawa business journal, december 1, 2005, and system - wide sales also surpassed those of mcdonald's canadian operations as of 2002.","the company opened twice as many canadian outlets as mcdonald's confirms tim hortons ipo by march 1, 2005, ottawa business journal, and system - wide sales also surpassed those of mcdonalds as of 2002.","the company opened two times as many restaurants in canada as mcdonald's "" wendy's confirms tim hortons ipo by march "", ottawa business journal, december 1, 2005, and sales throughout the company were also greater than those of mcdonald's canadian business as of 2002.",26.100179425089863,31.38045804642756,40,34
"plot captain caleb holt ( kirk cameron ) is a firefighter in albany, georgia and firmly keeps the cardinal rule of all firemen, "" never leave your partner behind "".","plot captain caleb holt - lrb - kirk cameron - rrb - is a firefighter in albany, georgia and firmly keeps the cardinal rule of all firemen.","plot captain caleb holt ( kirk cameron ) is a firefighter in albany, georgia and trictly keeps the first rule of all firemen, "" never leave your partner behind "".",19.01882422121135,38.634578273910066,30,27
he won the presidential election held on 2 march 2008 with 71. 25 % of the popular vote.,"he won the presidential election held on march 2, 2008 with 71. 25 % of the popular vote.",he conquered the presidential poll on 2 march 2008 with 71. 25 % of the popular vote.,39.00320090537482,55.33178447443245,18,18
the plant is considered a living fossil.,the plant is thought to be a living fossil.,the plant is considered a living fossil.,23.055555555555554,37.99178428257963,7,9
"in 1990, she was the only female entertainer allowed to perform in saudi arabia.","in 1990, she was the only female entertainer allowed to perform in saudi arabia.",as a female entertainer she alone was allowed to perform in saudi arabia during 1990,51.78668689698102,36.695316508215384,14,14
orchestration stravinsky first conceived of writing the ballet in 1913.,orchestration stravinsky first conceived the ballet in 1913.,stravinsky first conceived of writing the ballet in 1913.,30.06241565452092,53.417359568998464,10,8
protests across the nation were suppressed.,protests across the nation were also suppressed by the nation.,protests across the nation were stopped.,66.02564102564102,36.72056269893591,6,10
"offenbach's numerous operettas, such as orpheus in the underworld, and la belle helene, were extremely popular in both france and the english - speaking world during the 1850s and 1860s.","offenbach's numerous operettas, such as orpheus in the underworld, and la belle helene, were very popular in both france and the english - speaking world during the 1850s and 1860s.","offenbach's a great number of operettas, such as orpheus in the underworld, and la beautiful woman helene, were greatly pleasing to all in both france and the english - talking earth during the 1850s and 1860s",59.5719847726116,52.27617204585436,30,30
roof tiles dating back to the tang dynasty with this symbol have been found west of the ancient city of chang'an ( modern - day xian ).,roof tiles dating back to the tang dynasty with this symbol have been found west of the ancient city of chang'an.,roof tiles during tang dynasty with this symbol have been found west of the ancient city of chang'an or modern - day xian.,46.88450295522098,63.90493258708299,27,21
"jeanne marie - madeleine demessieux ( february 13, 1921 november 11, 1968 ), was a french organist, pianist, composer, and pedagogue.","jeanne - madeleine demessieux - lrb - february 13, 1921 - november 11, 1968 - rrb - was a french organist, pianist, composer, and pedagogue.","jeanne marie - madeleine demessieux was a french organist, pianist, composer and pedagogue.",46.582276936962,30.575688093263597,21,25
"by most accounts, the instrument was nearly impossible to control.","by most accounts, the instrument was nearly impossible to control.","it was nearly impossible to control the instrument, by most accounts.",55.94035594035594,44.86906310481977,10,10
"santa maria maggiore ( st. mary the greater ), the earliest extant church in assisi.",santa maria maggiore - lrb - st. mary the greater - rrb - is the oldest church in assisi.,"santa maria maggiore ( st. mary the greater ), the earliest extant church in assisi.",20.08171040429105,34.79731564184223,15,19
characteristics radar observations indicate a fairly pure iron - nickel composition.,characteristics radar observations indicate a fairly pure iron - nickel composition.,radar testing shows composition of mostly iron - nickel.,42.96814296814297,14.991106946711685,11,11
"railway gazette international is a monthly business journal covering the railway, metro, light rail and tram industries worldwide.","railway gazette international is a monthly business journal covering the railway, metro, light rail and tram industries worldwide.","railway gazette international is a monthly business journal covering railway, metro, light rail and tram industries.",70.68181818181817,77.21947901921794,18,18
he was appointed companion of honour ( ch ) in 1988.,he was made companion of honour in 1988.,he was appointed companion of honour in 1988.,56.603057889822594,66.06328636027612,11,8
